boundary_time,epoch_end,tie_count_at_boundary,tied_combos,selected_combo,workload_file
17500,17575,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
17575,17650,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17625,17700,9,FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN,FCFS|HRRN|FCFS|SJF,long_1000_processes.txt
17675,17750,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
17700,17775,2,FCFS|SJF|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
17725,17800,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17775,17850,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17850,17925,3,FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
17875,17950,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17900,17975,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17925,18000,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
17950,18025,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
17975,18050,9,SJF|SJF|FCFS|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|HRRN|FCFS|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
18000,18075,9,SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN,HRRN|FCFS|FCFS|SJF,long_1000_processes.txt
18025,18100,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
18050,18125,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
18075,18150,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
18150,18225,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
18175,18250,27,SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN,FCFS|FCFS|SJF|FCFS,long_1000_processes.txt
18275,18350,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,HRRN|FCFS|HRRN|FCFS,long_1000_processes.txt
18325,18400,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
18350,18425,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|SJF,long_1000_processes.txt
18375,18450,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
18425,18500,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
18450,18525,9,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
18550,18625,3,FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
18600,18675,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
18625,18700,27,SJF|SJF|SJF|FCFS ; SJF|SJF|FCFS|FCFS ; SJF|SJF|HRRN|FCFS ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; SJF|HRRN|SJF|FCFS ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|HRRN|FCFS ; FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|HRRN|FCFS ; HRRN|SJF|SJF|FCFS ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS ; HRRN|HRRN|SJF|FCFS ; HRRN|HRRN|FCFS|FCFS ; HRRN|HRRN|HRRN|FCFS,FCFS|FCFS|HRRN|FCFS,long_1000_processes.txt
18650,18725,27,SJF|SJF|FCFS|SJF ; SJF|SJF|FCFS|FCFS ; SJF|SJF|FCFS|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|HRRN|FCFS|SJF ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|FCFS|HRRN ; FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; HRRN|SJF|FCFS|SJF ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|FCFS|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|HRRN|FCFS|SJF ; HRRN|HRRN|FCFS|FCFS ; HRRN|HRRN|FCFS|HRRN,HRRN|FCFS|FCFS|FCFS,long_1000_processes.txt
18675,18750,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,FCFS|FCFS|FCFS|FCFS,long_1000_processes.txt
18700,18775,3,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|FCFS,SJF|FCFS|FCFS|FCFS,long_1000_processes.txt
18750,18825,3,FCFS|SJF|FCFS|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|HRRN|FCFS|FCFS,FCFS|HRRN|FCFS|FCFS,long_1000_processes.txt
18800,18875,9,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|HRRN|FCFS ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|HRRN|FCFS ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|HRRN|FCFS,SJF|FCFS|HRRN|FCFS,long_1000_processes.txt
18825,18900,27,SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN,FCFS|FCFS|SJF|SJF,long_1000_processes.txt
18850,18925,81,SJF|SJF|SJF|SJF ; SJF|SJF|SJF|FCFS ; SJF|SJF|SJF|HRRN ; SJF|SJF|FCFS|SJF ; SJF|SJF|FCFS|FCFS ; SJF|SJF|FCFS|HRRN ; SJF|SJF|HRRN|SJF ; SJF|SJF|HRRN|FCFS ; SJF|SJF|HRRN|HRRN ; SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; SJF|HRRN|SJF|SJF ; SJF|HRRN|SJF|FCFS ; SJF|HRRN|SJF|HRRN ; SJF|HRRN|FCFS|SJF ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|FCFS|HRRN ; SJF|HRRN|HRRN|SJF ; SJF|HRRN|HRRN|FCFS ; SJF|HRRN|HRRN|HRRN ; FCFS|SJF|SJF|SJF ; FCFS|SJF|SJF|FCFS ; FCFS|SJF|SJF|HRRN ; FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|SJF|HRRN|SJF ; FCFS|SJF|HRRN|FCFS ; FCFS|SJF|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; FCFS|HRRN|SJF|SJF ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|SJF|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN ; HRRN|SJF|SJF|SJF ; HRRN|SJF|SJF|FCFS ; HRRN|SJF|SJF|HRRN ; HRRN|SJF|FCFS|SJF ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|FCFS|HRRN ; HRRN|SJF|HRRN|SJF ; HRRN|SJF|HRRN|FCFS ; HRRN|SJF|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN ; HRRN|HRRN|SJF|SJF ; HRRN|HRRN|SJF|FCFS ; HRRN|HRRN|SJF|HRRN ; HRRN|HRRN|FCFS|SJF ; HRRN|HRRN|FCFS|FCFS ; HRRN|HRRN|FCFS|HRRN ; HRRN|HRRN|HRRN|SJF ; HRRN|HRRN|HRRN|FCFS ; HRRN|HRRN|HRRN|HRRN,HRRN|FCFS|HRRN|FCFS,long_1000_processes.txt
18875,18950,81,SJF|SJF|SJF|SJF ; SJF|SJF|SJF|FCFS ; SJF|SJF|SJF|HRRN ; SJF|SJF|FCFS|SJF ; SJF|SJF|FCFS|FCFS ; SJF|SJF|FCFS|HRRN ; SJF|SJF|HRRN|SJF ; SJF|SJF|HRRN|FCFS ; SJF|SJF|HRRN|HRRN ; SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; SJF|HRRN|SJF|SJF ; SJF|HRRN|SJF|FCFS ; SJF|HRRN|SJF|HRRN ; SJF|HRRN|FCFS|SJF ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|FCFS|HRRN ; SJF|HRRN|HRRN|SJF ; SJF|HRRN|HRRN|FCFS ; SJF|HRRN|HRRN|HRRN ; FCFS|SJF|SJF|SJF ; FCFS|SJF|SJF|FCFS ; FCFS|SJF|SJF|HRRN ; FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|SJF|HRRN|SJF ; FCFS|SJF|HRRN|FCFS ; FCFS|SJF|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; FCFS|HRRN|SJF|SJF ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|SJF|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN ; HRRN|SJF|SJF|SJF ; HRRN|SJF|SJF|FCFS ; HRRN|SJF|SJF|HRRN ; HRRN|SJF|FCFS|SJF ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|FCFS|HRRN ; HRRN|SJF|HRRN|SJF ; HRRN|SJF|HRRN|FCFS ; HRRN|SJF|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN ; HRRN|HRRN|SJF|SJF ; HRRN|HRRN|SJF|FCFS ; HRRN|HRRN|SJF|HRRN ; HRRN|HRRN|FCFS|SJF ; HRRN|HRRN|FCFS|FCFS ; HRRN|HRRN|FCFS|HRRN ; HRRN|HRRN|HRRN|SJF ; HRRN|HRRN|HRRN|FCFS ; HRRN|HRRN|HRRN|HRRN,SJF|SJF|SJF|FCFS,long_1000_processes.txt
18900,18975,81,SJF|SJF|SJF|SJF ; SJF|SJF|SJF|FCFS ; SJF|SJF|SJF|HRRN ; SJF|SJF|FCFS|SJF ; SJF|SJF|FCFS|FCFS ; SJF|SJF|FCFS|HRRN ; SJF|SJF|HRRN|SJF ; SJF|SJF|HRRN|FCFS ; SJF|SJF|HRRN|HRRN ; SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; SJF|HRRN|SJF|SJF ; SJF|HRRN|SJF|FCFS ; SJF|HRRN|SJF|HRRN ; SJF|HRRN|FCFS|SJF ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|FCFS|HRRN ; SJF|HRRN|HRRN|SJF ; SJF|HRRN|HRRN|FCFS ; SJF|HRRN|HRRN|HRRN ; FCFS|SJF|SJF|SJF ; FCFS|SJF|SJF|FCFS ; FCFS|SJF|SJF|HRRN ; FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|SJF|HRRN|SJF ; FCFS|SJF|HRRN|FCFS ; FCFS|SJF|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; FCFS|HRRN|SJF|SJF ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|SJF|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN ; HRRN|SJF|SJF|SJF ; HRRN|SJF|SJF|FCFS ; HRRN|SJF|SJF|HRRN ; HRRN|SJF|FCFS|SJF ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|FCFS|HRRN ; HRRN|SJF|HRRN|SJF ; HRRN|SJF|HRRN|FCFS ; HRRN|SJF|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN ; HRRN|HRRN|SJF|SJF ; HRRN|HRRN|SJF|FCFS ; HRRN|HRRN|SJF|HRRN ; HRRN|HRRN|FCFS|SJF ; HRRN|HRRN|FCFS|FCFS ; HRRN|HRRN|FCFS|HRRN ; HRRN|HRRN|HRRN|SJF ; HRRN|HRRN|HRRN|FCFS ; HRRN|HRRN|HRRN|HRRN,HRRN|FCFS|HRRN|FCFS,long_1000_processes.txt
18925,19000,81,SJF|SJF|SJF|SJF ; SJF|SJF|SJF|FCFS ; SJF|SJF|SJF|HRRN ; SJF|SJF|FCFS|SJF ; SJF|SJF|FCFS|FCFS ; SJF|SJF|FCFS|HRRN ; SJF|SJF|HRRN|SJF ; SJF|SJF|HRRN|FCFS ; SJF|SJF|HRRN|HRRN ; SJF|FCFS|SJF|SJF ; SJF|FCFS|SJF|FCFS ; SJF|FCFS|SJF|HRRN ; SJF|FCFS|FCFS|SJF ; SJF|FCFS|FCFS|FCFS ; SJF|FCFS|FCFS|HRRN ; SJF|FCFS|HRRN|SJF ; SJF|FCFS|HRRN|FCFS ; SJF|FCFS|HRRN|HRRN ; SJF|HRRN|SJF|SJF ; SJF|HRRN|SJF|FCFS ; SJF|HRRN|SJF|HRRN ; SJF|HRRN|FCFS|SJF ; SJF|HRRN|FCFS|FCFS ; SJF|HRRN|FCFS|HRRN ; SJF|HRRN|HRRN|SJF ; SJF|HRRN|HRRN|FCFS ; SJF|HRRN|HRRN|HRRN ; FCFS|SJF|SJF|SJF ; FCFS|SJF|SJF|FCFS ; FCFS|SJF|SJF|HRRN ; FCFS|SJF|FCFS|SJF ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|SJF|HRRN|SJF ; FCFS|SJF|HRRN|FCFS ; FCFS|SJF|HRRN|HRRN ; FCFS|FCFS|SJF|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|HRRN ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|FCFS ; FCFS|FCFS|FCFS|HRRN ; FCFS|FCFS|HRRN|SJF ; FCFS|FCFS|HRRN|FCFS ; FCFS|FCFS|HRRN|HRRN ; FCFS|HRRN|SJF|SJF ; FCFS|HRRN|SJF|FCFS ; FCFS|HRRN|SJF|HRRN ; FCFS|HRRN|FCFS|SJF ; FCFS|HRRN|FCFS|FCFS ; FCFS|HRRN|FCFS|HRRN ; FCFS|HRRN|HRRN|SJF ; FCFS|HRRN|HRRN|FCFS ; FCFS|HRRN|HRRN|HRRN ; HRRN|SJF|SJF|SJF ; HRRN|SJF|SJF|FCFS ; HRRN|SJF|SJF|HRRN ; HRRN|SJF|FCFS|SJF ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|FCFS|HRRN ; HRRN|SJF|HRRN|SJF ; HRRN|SJF|HRRN|FCFS ; HRRN|SJF|HRRN|HRRN ; HRRN|FCFS|SJF|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|SJF|HRRN ; HRRN|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|FCFS ; HRRN|FCFS|FCFS|HRRN ; HRRN|FCFS|HRRN|SJF ; HRRN|FCFS|HRRN|FCFS ; HRRN|FCFS|HRRN|HRRN ; HRRN|HRRN|SJF|SJF ; HRRN|HRRN|SJF|FCFS ; HRRN|HRRN|SJF|HRRN ; HRRN|HRRN|FCFS|SJF ; HRRN|HRRN|FCFS|FCFS ; HRRN|HRRN|FCFS|HRRN ; HRRN|HRRN|HRRN|SJF ; HRRN|HRRN|HRRN|FCFS ; HRRN|HRRN|HRRN|HRRN,FCFS|HRRN|HRRN|FCFS,long_1000_processes.txt
0,75,12,SJF|SJF|FCFS|FCFS ; SJF|SJF|FCFS|HRRN ; SJF|SJF|HRRN|FCFS ; SJF|SJF|HRRN|HRRN ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|FCFS|HRRN ; FCFS|SJF|HRRN|FCFS ; FCFS|SJF|HRRN|HRRN ; HRRN|SJF|FCFS|FCFS ; HRRN|SJF|FCFS|HRRN ; HRRN|SJF|HRRN|FCFS ; HRRN|SJF|HRRN|HRRN,SJF|SJF|FCFS|HRRN,mixed_1000_processes.txt
50,125,2,FCFS|SJF|SJF|HRRN ; HRRN|SJF|SJF|HRRN,FCFS|SJF|SJF|HRRN,mixed_1000_processes.txt
75,150,2,FCFS|SJF|SJF|HRRN ; HRRN|SJF|SJF|HRRN,HRRN|SJF|SJF|HRRN,mixed_1000_processes.txt
225,300,2,SJF|FCFS|SJF|FCFS ; FCFS|FCFS|SJF|SJF,FCFS|FCFS|SJF|SJF,mixed_1000_processes.txt
250,325,3,SJF|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|SJF,FCFS|FCFS|FCFS|SJF,mixed_1000_processes.txt
550,625,2,SJF|FCFS|FCFS|FCFS ; FCFS|FCFS|SJF|FCFS,FCFS|FCFS|SJF|FCFS,mixed_1000_processes.txt
800,875,6,SJF|FCFS|SJF|FCFS ; SJF|FCFS|FCFS|SJF ; FCFS|FCFS|SJF|FCFS ; FCFS|FCFS|FCFS|SJF ; HRRN|FCFS|SJF|FCFS ; HRRN|FCFS|FCFS|SJF,HRRN|FCFS|SJF|FCFS,mixed_1000_processes.txt
850,925,3,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF,FCFS|FCFS|FCFS|SJF,mixed_1000_processes.txt
1125,1200,3,FCFS|FCFS|SJF|SJF ; FCFS|FCFS|FCFS|SJF ; FCFS|FCFS|HRRN|SJF,FCFS|FCFS|FCFS|SJF,mixed_1000_processes.txt
1250,1325,3,FCFS|SJF|SJF|FCFS ; FCFS|SJF|FCFS|FCFS ; FCFS|SJF|HRRN|FCFS,FCFS|SJF|HRRN|FCFS,mixed_1000_processes.txt
1275,1350,2,FCFS|SJF|FCFS|SJF ; FCFS|SJF|HRRN|SJF,FCFS|SJF|HRRN|SJF,mixed_1000_processes.txt
1375,1450,3,SJF|FCFS|FCFS|SJF ; FCFS|FCFS|FCFS|SJF ; HRRN|FCFS|FCFS|SJF,HRRN|FCFS|FCFS|SJF,mixed_1000_processes.txt
